,comment
239,혜택 진행 중인 이벤트 추천 순 세팅을 최신순으로 선택하고 이벤트 하나씩 보고 목록 또는 뒤로 가기 누르면 다시 초기화되고 추천 순으로 되는 것 좀 고쳤으면 좋겠네요 매달 이벤트 새로 뜨는 거 하나씩 눌러서 보는데 몇 번을 저걸 반복하는지 후
240,항상 잘 쓰고 있습니다
241,참 간편해요
242,인생 최악의 앱 이런 리뷰 잘 안 남기는데 이건 진짜 가히 심각을 넘어 경이롭다 어떻게 이딴 앱을 돈 받고 만들지 누가 중간에서 앱 비용을 꿀꺽한 게 아니고선 이런 앱이 나올 수 없다 다른 앱들은 몇 초면 되는 거 지문인식하는 데만 반백년이다
243,너희들이 카카오뱅크에 밀리는 이유가 있다 뭔 공동 인증서 하나 만드는데 앱이랑 홈페이지를 몇 번을 왔다 갔다 하게 만드냐 시답잖은 짓 그만하고 인터페이스랑 편의성이나 개선하길
244,지문 안됨 won 인증서 클라우드 연결 안 된다고 재발급하라고 함재발듭하려니USIM 못 읽어온다고 하네요 스마트폰 전화 다른 금융권 정상 참고로 공인인증서 아주 잘 됨 지난주까지 잘 되던 던데요 미치겠네요
245,귀찮아요 정말 앱이 진짜 
247,나 나이키 
248,좋아요 봏아
249,만족
250,빠르고 편해서 좋습니다
251,불편함
252,인증방법이 멍청해요 생체인 증 쓰다가 뭐가 문젠지 계속 에러코드 떠서 재어 인증하려고 공인인증 재등록 간편 번호 재등록 등 이거저거 방법 다 써봄 근데 인증 방식 재등록마저도 생체인 증 요구 인증서 폐기도 생체인 증 요구하다 하다 안돼서 앱 지움
253,경험
254,정말 이건 너무하네요 되지도 않은 앱을 만들어놓고 이렇게 사람을 골병을 들이네요 심장병 도지려 해요
255,식간에 대한 대한 대만 아난 식간에 
256,좋아요
257,편리하게 사용하고 있음
258,터치 안됨
259,사용하기싑고 편합니다
260,사간낛록
261,알람이 안 울려요 입출금 하면 알람이 떴는데 아무것도 안 옵니다 실시간으로 확인이 안돼요 갑자기 왜이러 주 알람도 다켜뒀는데 짜증 나네요 빨리 수정해주세요 매번 앱 들어가서 확인해야 하나요 번거롭게
262,리뷰 첨 남기는데 비대면 인증에서 신분증 사진 촬영 조건 만족할 수 있는 거임 이거 때문에 30분 동안 하다가 포기하고 리뷰 남기는데 얼마나 정확히 찍어야 되는 건지 어떤 항목이 안되는 건지 표시도 안되고 어쩌다 보니 10년 넘게 쓴 은행인데 갈아타야 될 것 같음
263,정말 최악임 내가 여러 은행 꺼 다 써보는데 이렇게 구리게 만들어놓은 앱은 처음임 진짜 이런 리뷰 안 쓰는데 화나서 쓴다 이거 앱 개발자 수준 어휴 카메라로 신분증 인식하는데 30분 넘게 걸려서 화나서 지웠다
264,설치 자체가 안 되는 건 머지요
265,종일 도네
266,요즘 왜 이렇게 어플이 먹통이 되는지 모르겠습니다 계속 화면 멈춤 못 고치나요
267,전보다 간편하게 된듯해요
268,한도가 200이라 200 보내려는데 일일 한도 초과 한 달 동안 거래 내역 없음에도 무조건 일일 한도 초과 200도 안돼서 190도 해보려는데 일일 한도 초과 150도 해보려는데 일일 한도 초과 아주 앱을 개겉이 만들었다 우리은행에서 돈 다 뺀다
269,이거 체크카드는 발급 못 받나요
270,굳뜨
271,Ui ux 후짐
272,즈 제가
273,좋아요
274,아래쪽 메뉴 누르는데 진동 기능이 추가된 이유가 뭔가요 진동을 끌 수 있는 옵션이라도 제공해주던가요 설정에도 아무것도 없고 뭐예요 아래쪽 메뉴 누를 때마다 거슬리네요
275,어려워요
276,편리하게 사용하고 있습니다
277,565578677톁8
278,항상 반응이 늦고 에러가 잦음
279,후
280,잘 쓰고 있다가 생체 인증하고 나서 화면이 멈추고 안 넘어가요 빨리 고쳐주세요 지우고 다시 설치하니깐 화면 멈추는 현상 사라짐 대신에 생체인 증 다시 해야 함
281,빠른 뱅킹
282,업데이트 이후 로그인하면 앱이 멈춰버려서 사용이 안 됨
283,업데이트 이후 잘 되던 어플이 로딩 화면에서 무한 재부팅입니다 어플 만들어가면 멈추네요 문제 해결 좀 해주세요
284,어제부터 은행 앱에 로그인만 되고 들어가지지 않네요 서버 오류인지 핸드폰으로 만 은행 업무 보는 사람으로서 현재 아무것도 못하고 있으니 너무 답답하네요 빠른 조치 부탁드립니다
285,인증 절차가 타은행에 비해 까다로움
286,왜 안되지
287,은행 어플 중 최악
288,접속이 안됨 개짜증 로그인이 돼야 뭘 하지
289,이틀 연속 로그인 후 화면이 하얗게 나옵니다  빨리 고쳐주세요
290,사용하기 편하게 되었습니다
291,지문인식이 갑자기 안되는 이유를 모르겠어요 로그인은 해야 하는데 난감하네요
292,업데이트 이후 지문 인증서 패턴 등 로그인을 하면 이후 앱이 멈춥니다 이거 빨리 좀 해결하세요 갤럭시 z 폴드 2 사용자입니다
293,이체 한번 하는데 어플 종료하고 재실행 기본 2번임 진짜 메뉴 하나 이동하는데 로딩이 왜 이렇게 긴 건가요 10년 가까이 우리은행 쓰는데 어플 때문에 주거래은행 바꾸고 싶은 적이 한두 번이 아니에요 타은행 어플에서 우리은행 계좌 연결해 놓고 돈 가져와서 처리하는 게 훨씬 빠름 로딩 시간 줄이는데 신경 좀 쓰세요
294,잘되다 꼭 업데이트만 하면 속을 썩이는 이유가 뭔가요 대체
295,좋아요
296,아주 좋아요
297,지금 저만 그런지 모르겠는데 인증하고 들어가면 흰 화면만 뜨는데 이거 어떻게 해야 하나요
298,지금 앱 접속이 아예 안돼요 아니 접속할 때마다 하얀 바탕만 뜨고 접속 자체가 안돼요 계속 오류가 난다고 뜬다고요
299,아니 업데이트하고 왜 안되냐고
300,7월 29일 업데이트 이후로 실행시키면 비번 입력 후 다음 화면으로 넘어가는 과정에서 응답이 없어요
301,귀찮음
302,만족
303,보안 v3 계속 오류
304,불편해요
305,아니 도대체 앱을 어느 업체에서 만드는 거예요 우리은행에 계좌가 존재하는데 회원가입하는데 왜 자꾸 계좌를 계설하라고 뜨는 거예요 그리고 추천인 없는데 추천인은 왜 필수 입력이고 현재 구직 중이라 직장도 없는데 직장 정보 입력도 왜 필수 입력입니까 데이터를 제대로 수집하고 있긴 한 겁니까 기존에 갖고 있는 계좌를 조회하기 위해서 회원가입을 하는데 계좌를 신규로 개설하지 않으면 회원가입이 안되는 게 말이 되는 절차입니까 계좌 확인 좀 할 수 있게 해주세요 스마트뱅킹 앱을 못쓰는데 해당 은행은 창구 통해서 대면 거래만 가능한 겁니까
306,불편
307,항상 좋아합니다
308,진짜 거지같이 만들었네 이것 때문에 내 아까운 시간 생체인 증 갑자기 인식도 못 하고 다시 하려고 해도 되지도 않고 우리은행 14년째 이용하는데 이 앱 때문에 불편해서 갈아타야겠네 인증 업데이트하려면 제대로 만들고 업데이트 되게 하시오 거지같이 만들어놓고 업데이트하라고 하지 말고 이 앱 만든 회사 소송 걸어도 할 말 없음 진짜 거지 같음
309,불편함
310,사용하기 편해요
311,자꾸 금융인증 클라우드 연결이 안 된다고 나옵니다 보면 클라우드 연결이 안 됨으로 나오는데요 금융 생체 인증을 해놓으면 일주일 지나면 또 안 된다고 하는데요 해결 방법 좀 부탁드립니다
313,인증인 증 징글 지문인식이 안돼서 다시 지우고 깔았는데 인증인 증인 증 징그럽다 디지털 opt 에러 돈 입 급해야 할 일이 생겼는데 결국 못하고 고객센터 열 때까지 기다려야 한다는 띠빠 다른 은행 앱은 간단히 되는데 유독 여기만 옮겨야 할 듯
314,좋아요
315,다른 은행 이체하면 500원 수수료 안 좋아요 다른 은행에 다 공 차는데
316,편해요
317,직원 추천 안 하면 가입이 안되네
318,인증서 간편으로 바꾸니 인증서 오류 뜨는데 뭡니까
319,오래도 안 사용 중이 비만 편리합니다 good
321,접속할 때마다 업데이트 이걸 업데이트라고 참 한심하네요 중국산인가
322,별 한 개도 아까움 인증 오류 진짜 화남 otp 발급은 되지도 않음
323,해외에선 아이디 찾기도 힘드네요 분실신고도 할 방법이 없네요
324,아주 뭣 같은 앱입니다 업데이트할 때마다 생체정보니 뭐니 다 지워지는데 비밀번호 두 번 틀렸다고 세 번째에 맞춰도 로그인 자체를 못하게 틀어막았습니다 업데이트할 때마다 이전 사용 정보 날아가는 거 어떻게 안돼요 앱 개발자들은 우리 WON 이거 안 써요 이번 대출 끝나면 내가 다시는 우리은행 근처라도 가나 봐라 우리 WON 다신 안 쓴다
325,아니 입출금이 문자로 오는데 왜 자꾸 PUSH 입출금 알람이 또 오는지 모르겠네 짜증 나네 매번 그전께 훨씬 좋네 업그레이드를 했으면 더 좋고 편해져야 되는 거 아닌가 다운그레이드를 했군
326,좋음
327,아주 좋아요
328,디지털 otp 발급할 때 이체한도 변경하겠냐고 물어보는데 그냥 생각 없이 확인 누르면 이체한도를 무조건 이전과 다르게 입력해야 함 한마디로 기존에 최대한도로 사용 중이면 최대한도보다 작게 변경해야 하고 이걸 취소하면 디지털 otp 발급 첨부터 다시 해야 함;; 휴대폰 본인인증하고 하는 짓거리를  거지 같음 제발 앱에 새 기능을 추가했으면 좀 써보고 출시하라고
329,새로 깔았더니 개병 법인폰이어서 개인번호로 바꾸려고 하니까 번호 수정이 안되는데 모네가 입을
330,다른 앱을 받으래요
331,우리은행 10년간 어쩔 수 없이 썼는데 진짜 이 은행은 발전이 없습니다 저는 갈아타려고요 애초에 우리은행 자체가 문제가 많으니 어플조차 더럽게 쓰기 불편합니다 1점도 아까워요 부디 발전하시길 바랍니다
332,좋아요
334,너무 업데이트를 자주 하여 이용 불편합니다
335,좋아요
336,우리은행 계좌가 두 개 있는데 예전처럼 한 번에 보일 수 있게 설정할 수 있나요 지금은 옆으로 넘겨야 보임
337,편리하고 유용합니다
338,굿
339,수시로 자주 보고 있습니다 잔액 여부는 한 번 더 비번 누른 기능도 맘에 듭니다
340,우리 페이 얼굴 모델이 별로예요
341,사용이 너무 불편해요
343,사용하기 편의함
344,업데이트 3일째 진행 중인데 계속 버퍼링 상태네요 앱이 깔리지가 않네요 인내심에 한계가 빨리 문제 해결해주세요
345, 즈츠으츧드
346,사용하기 편해서
347,최근 사용하려 하면 V3 Mobile Plus 20 금융거래사용 사용 상태가 아닙니다 구글 플레이에서 사용으로 설정해달라는 메시지만 뜨고 우리 won 뱅킹 어플이 꺼지는데요 어떻게 해야 하나요
348,왜 항상 은행 앱으로 들어가서 열기를 해야 하나요 불편해요
349,굿
350,수수료때네하 수수료 안 때서 좋았는데 업데이트하고 500원 수수료 나오네요 이렇게 빼가는건가재난지원금을
351,도대체 인증을 몇 번이나 시키는 건가요 로그인할 때마다 패턴 지문 금융 인증서 다시 하라고 앱 바뀔 때마다 업그레이드할 때마다 짜증이 납니다 도대체 왜 그러는데 왜 다시 인증하냐고 시간 없는데 또다시 반복해야 하잖아
352,기업은행 앱 쓰다 이거 쓰니까 속 터진다
353,괜찮음
355,종일 빙빙 돌고 업데이트 안되는 건 왜 그런 거죠
356,어휴
357,로그인하는데 계속 로딩되는 파란색 progressbar 같은 원만 뜨고 한참 렉 걸리고 로그인 안 됨
358,유용한 앱입니다★★★★★
359,공동 인증서 우리은행으로 만들었는데 우리은행만 로그인 안 되는 건 무슨 경우임 다른 은행 은 잘 만들어가지던데 OTP 신청한 것도 결국 오류 나서 이러지도 저러지도 못하는 상황 뭐 어쩌겠어요 직접 은행 가서 처리해야지
360,지금부터 이용할게요
361,새로 다운로드해 시작하기 하려 하면 맞춤 설정 단계에서 계속 최신 버전 업데이트를 하라고 뜨는데 무한 도돌이표 어플을 사용할 수가 없네요
362,업데이트가 필요하다 해서 업데이트로 가면 다시 제자리
363,otp 발급으로 업데이트하라고 해서 했는데 계속 업데이트하라는 화면만 뜨네요 빠른 조치 바랍니다
364,업데이트 자꾸 하라네요 나오지도 않는구먼
365,업데이트가 필요하다면서 왜 업데이트 창이 없는 거죠
366,복잡해요
367,굿
368,편리하고 쉽고 아주 좋습니다
369,업데이트 후 알림 서비스 원하지도 않는데 자동으로 설정돼서 알려주네 중복으로 알려주기도 하고 설정 변경하는 것도 어렵고 변경하러 가보니 설정도 안 되어있는데 이러네 결재 후 SMS로 알려주는데 우리카드에서 뜬금없이 또 알려줌 왜 그러심 사람 귀찮고 번거롭게
370,디지털 otp 인증번호 생성을 해야 하는데 최신으로 앱을 업데이트해야 한다고 구글 스토어로 뛰네요 근데 이미 최신이라 업데이트는 안되고 그냥 다시 앱 열기만 가능해요 사실상 사용 불가
