,comment
185,앱 아이콘 가독성 개 떨어짐 뭔 메이크 머니라고 로고M이냐 케이뱅크 면 로고K를 키우고 로고M을 서브로 쓰던가
186,다른 어떤 앱 보다 더 상세하고 정확하게 나오네요 감사합니다
187,욕 나오게 업비트에서 계좌송금하려는데 왜 안 깔려내 돈 내 나라
188,이건 밤에는 로그인을 못하게 막아두나요 오랜만에 들어가서 보려 하는데 인증서 비번 까먹어서 다시 하는데 민증사진 촬영하고 했는데 밤 11시라고 안 넘어가게 막는 이유가 뭔가요 정해진 시간이 있으면 차라리 어플 안 쓰고 말지 이거 뭐 하잔 건가요
189,갑자기 m뱅크는 뭐임 폰에서 한참 찾았네  KB증권 마블인가 그거랑 로고M 로고 똑같은데 누가 베낀 거임 설마 저걸 돈 주고 디자인한 건 아니겠지
190,최고죠
191,신분증 인식 자동으로 해놓고선 4번째 안 된다 금융 인증서 발급할 때 다른 은행들 다 신분증 촬영만 하면 되는데 무슨 전화통화에 영상통화 인증까지 요구하는 은행은 처음 보네요
192,케이뱅크인데 어플 로고가 로고M인 건 좀 이상한 것 같아요 좀 부조화스럽네요
193,이번에 리뉴하시면서 마크 로고M자로 바꾼 거 뭐 하는 짓인지 모르겠습니다 G메일이랑 알람 마크가 같아서 헷갈립니다 케이뱅크가 로고M 마크를 쓰는 바보 같은 짓은 안 했으면 좋겠습니다
194,잘 안 열림
195,업데이트 후 앱 실행 안됨
196,깔끔하고 쉽고 편함
197,로고 디자인 한사람 진짜 X 맨 아니냐 로고M을 넣지 말고 로고K를 넣었어야지 아 개 웃기네 공중제비 돈다 얘들 때문에
198,케이뱅크 2년 전부터 정말 잘 쓰고 있습니다 다만 어플 로고가 바뀌었는데 G로고Mail 로고와 흡사해서 너무 헷갈립니다 로고 결정하실 때 G로고Mail 로고와 비교는 안 해보신 것인지 의문입니다 케이뱅크 이전 로고가 더 가독성이 좋습니다 케이뱅크의 앞면을 딴 로고K가 로고로 더 직관적인 것 같고요 요즘 세대에게 로고Ma로고Ke 로고Money라는 점을 어필하기 위해 바꾸었다는 뉴스 보았는데 다소 진부하게 느껴집니다 로고MZ 세대로서 느끼기에 이전 로고가 훨씬 케이뱅크만의 색을 잘 나타내줬던 것 같습니다 진분홍에 로고K라는 로고가 타 은행과는 독보적인 길을 가는 케이뱅크의 야심과 진취성을 드러냈던 것 같습니다 기존 사용자로서 이번 변화에 아쉬운 점이 많습니다 이런 변화 외에 불편한 점은 없습니다 케이뱅크 정말 잘 사용하고 있습니다 속도도 빠르고 간결해서 좋습니다 감사합니다
199,바이오정보가 휴대폰에 등록되지 않았습니다 등록 후 다시 시도하라는 문구가 뜨네요 어떤 게 문제일까요
200,16일 어느 사용분들께서 앱 실행 안된다 했고 답변으로는 정상화되었다고 쓰셨네요 그런데 오늘 제가 실행하려 보니 아직 안 돼요 빠른 조치 부탁드립니다
201,케이뱅크 로고 바꾼 인간 사형 좀
202,로고가 로고M으로 바뀌어서 케이뱅크가 맞는지 자꾸 확인하게 됨 로고 기획한 사람 자르고 새로 뽑는 게 좋을 듯
203,잘 사용 중입니다
204,사용하기 편하고 좋아요
205,다운이 안돼요
206,작동 안 돼요
207,만족합니딘
208,휴대전화 번호를 인식할 수 없다고 뜹니다 이거 어떻게 해야 되나요
209,Good
210,미  노들 지웠다 다시 깔아도 같네 2달 넘게 입금 출금 계좌조회다 이용되다 몇백 프로 넘어 추가 불타기 좀 하려 추입 하는데 계좌의 심 신분 의심이라니  지웠다 다시 깔아도 안되고 점검이면 공문을 띄어든가 양아치여
211,업데이트만 하면 인터페이스 쓰기 불편하게 바꿔놓네 업데이트 전에는 앱 실행 시 로그인도 지문으로 바로 됐었는데 지금은 기본 로그인 옵션이 6자리 비밀번호고 지문 모양 클릭해야지 지문 로그인 됨 그리고 예전엔 플러스 박스  더하기 그럼 바로 전액 버튼 누르면 됐었는데 지금은 플러스 박스  더하기  더할 금액  전액 진짜 불편함 앱 개발자 솔직히 케이뱅크 안 쓰나 봄
212,아니 이거 갑자기 왜 안되는지요 업데이트도 새로 하고 권한 설정하라고 해서 해도 안되고 아 어이없네 진짜 뭘 제대로 설명도 없고
213,왜 로고가 더 구리게 바뀌었죠 진짜 색도 함도 구리고 예전 로고 훠어어얼씬 이쁜데요 지금 로고 구글 메일 로고랑 판박이라 자꾸 메일 온 건지 케이뱅크 알림인지 헷갈린다고요
214,이전 디자인이 좋았는데 갑자기 퍼렇고 뜬금없는 로고M으로 바뀐 건지
215,좋아요
216,계좌 만들기에서 인증번호 화면 시간도 안 줄어들고 다음 버튼도 안 눌러져요 버그 고쳐주세요
217,주거래은행을 케이뱅크로 바꾸고 정말 잘 쓰고 있어요 타은행 보낼 때 수수료가 없어 편해요 사람들이 많이 유입돼서 더 잘 됐으면 좋겠는데 케이뱅크 파이팅 ☆추가☆ 항상 쓰는 앱인데도 이번에 CI가 너무 많이 바뀌어서 못 알아볼 뻔했네요 이전의 화이트 핑크 색상이 눈에도 잘 띄고 귀엽고 친근한 느낌이라 마음에 들었는데 지금은 지하철 앱 같아요 로고도 이전처럼 로고K를 강조하는 편이 더 나을 것 같습니다 로고M으로 뜨길래 케이뱅크가 아니라 구글 메일 알림인 줄 알았네요 케이뱅크인데 왜 로고M을 강조하는지 모르겠습니다 이전 CI가 기존 은행들과 차별성 있고 예뻤는데 전부 바뀌니까 너무 아쉽네요
218,아니 장난치나 야 왜 안돼 9시에 안된다고 개념이 있나
219,신분증 인식 더럽게 힘듦 카카오뱅크은 금방 인식하는데 케이뱅크는 인식 어려움 이래서 카카오뱅크에 밀리나 봄 계좌 개설 포기
220,아이콘이 너무 생뚱맞다 취지는 알겠으나 자고로 아이콘은 직관성이 있어야 하는데 케이뱅크의 로고M자 형상은 도무지 낯설기만 하다 네이비 색깔도 정이 안 간다 예전 것이 백만 배 나았다
221,아니 말한 데로 해도 안돼요 어떻게 해야 하죠
222,혹시 이번 앱 디자이너가 현대카드 출신인가요 차라리 앱에 보이는 큰 로고M보다 큰 로고K가 케이뱅크라는 생각이 들 것 같네요
223,케이뱅크인데 무슨 생각으로 로고를 케이에서 엠으로 바꿈 기획자가 의도가 너무 궁금함
224,사용하기 편해요
225,디자인이 이상하다는데 왜 고집을 부리지 로고K가 아니라 m뱅크 같음 엑소도 아니고 뭐야
226,잘함
227,뭐냐 개설 중 인증은 떴는데 확인 버튼이 안되는데요
228,누구 머리에서 나온 디자인인지 모르겠는데 m뱅크 인지 케이뱅크인지 모르겠음 정체성이 사라짐 색상도 촌티 나고 디자인도 촌티 나고 케이뱅크인데 정작 m뱅크로 보이고 도대체 누구 생각으로 바꿨는지 몰라도 이전의 심플 하면서도 눈에 뜨이는 정체성과 깔끔함은 얻다 버리고 촌티 나고 m뱅크로 보이게 했는지 궁금함 누가 봐도 m뱅크제 로고K 뱅크는 아님 이상한 말하고 있네 익숙하고 모고 로고K 뱅크로 안 보인다니깐 m뱅크로 보이지 누가 로고K 뱅크라고 생각하겠냐고
229,지금 오늘 오전 내내 네트워크가 원활하지 않다고 접속 안되네요 오늘 다른 은행 이자 나가는 날인데 돈 못 꺼내서 만 통 실행되면 이거 금감원에 정식으로 민원 넣겠습니다
230,설치가 안돼요 왜 이러죠
231,앱 형태가 이상한 걸로 바뀌고 접속도 안돼서 많이 불편합니다 먼젓번 앱이 훨씬 예쁘고 눈에 확 띄어서 좋았는데 케이뱅크라는 느낌도 없고 일단 접속이 안돼서 은행 이용을 못하고 있으니 짜증 납니다
232,nh투자증권 이벤트 동의 화면에서 넘어가질 않네요
233,Nh투자증권 연계한 이벤트에 응모 시도했습니다 Step 01 이벤트 응모하기를 눌러 동의하려는데 선택 동의 항목이 보이지 않습니다 제 핸드폰 모델명은 S로고MG950N입니다 저희 가족의 5G 핸드폰에서는 보입니다 이벤트에 응모 가능하도록 시정해 주세요
234,케이뱅크인데 m뱅크네 디자인 아이덴티티가 업네
235,계좌를 만들 수가 없네요 인증 확인 버튼이 안 나와요 와 머지 이틀 동안 만들라고 고생만 하고 안되는데 머가 문제인지 알려주세요
236,저는 기존 꺼 쓰다가 다시 지우고 시작하려고 하는데 아야 실행 버튼도 눌리지 않네요 저만 그런가요
237,갑자기 계속 안 들어가지는 뭔 일인가요 안 들어가지네요
238,권한 설정 다 해도 안 댄다 로그인이 대체 무슨 권한까지 줘야 대오
239,케이뱅크인데 로고M이라고 써놓는 건 뭐지 너무 웃긴데 전 세계 최초 아닐까 싶다 대문에 S로고K라고 박아놓고 저희 회사는 LG입니다 이러는 거 아닌가
240,오늘 왜 케이뱅크 안돼요
241,비정상 동작이 감지되었습니다 앱을 종료합니다 이렇게 뜨면서 멈춤 빨리 고쳐주세요
242,권한 설정 전화를 계속하라는데 왜 이래요
243,이상함
244,인증번호 몇 번을 입력해도 안 넘어가고 회원가입하는 거 자체가 이렇게 힘든 어플은 처음
245,친구 공유 행운상자 100개는 언제 들어오나요
246,전체 보기 계좌 전체 보기 눌렀을 때 기본적으로 예적금이랑 자유입출금 모두 합친 금액을 보여주지 않나요 예적금 전체 합이랑 자유입출금 전체함을 따로 보여주는 건 좋은데 적어도 통합 전체 합계도 있어야 하지 않나요 
247,빠르게 앱 수정해주셔서 감사드립니다 다시 별 5개로 수정했습니다 다시 한번 감사드립니다
248,아 업데이트 이후 안된다 안됐는데 그냥 재설치하고 재어 인증하니까 됩니다 왜 이렇게 귀찮게 업데이트를 하셨나요
249,빠르네요
250,굉장히 느려졌네요 멈췄나 싶을 때쯤 인증 화면 뜨고 또 멈췄나 싶을 때 메인화면 나오네요
251,휴대전화 번호를 인식할 수 없습니다 뜨고 접속 자체가 안됩니다 신한 등 금융앱 다 잘 되는데 유심을 재장착 하라네요
252,정말 업비트 때문에 쓴다
253,인증이 안돼요
254,첫 화면부터 먹통이네요 하라는 대로 다 해도 왜 첫 화면에서 멈춰 있네요 멉니까 이게 몇 시간 동안
255,확실하지 않음
256,갑자기 권한 허용하라고 해서 하는데 안돼요
257,며칠 동안 접속 자체가 안되네 쓰레기 어플이네
258,좋다
259,이거 서버 문제지 아이폰인데 그냥 튕기는데 어디서 설정 어쩌고저쩌고 야 개소리 말고 복구하세요
260,아이콘 정말 거지 같네 기존 아이콘이 잘 보이고 케이뱅크인지 알겠다 갑자기 업데이트되고 앱이 없어졌나 했음 엠케이 뱅크임 어휴
261,m뱅크로 아이콘 바꾸라고 한 사람 엎드리세요
262,수수료 없이 편리합니다
263,Uxui 생각이 없나 봄 변경이 돼서 한참 찾았네
264,조
265,ios 103에서는 이제 구동이 안 되나요
266,머 하냐 안되면 공지라도 띠우던지 사용자들 어떻게 하라고 머가 이렇게 무책임해
267,비정상 동작이라고 계속 튕깁니다
268,접속이 안된다고 이 좌식들아 내 돈 어떻게 빼라는 거냐 아 이 쳐버리겠네
269,안돼요 어제까지 사용했는데
270,어플 비정 상적인 종류가 되었다고 하는데 다시 설치해도 안됩니다 
271,왜 별점 한 개가 최하인 거야 C1 Bal 비정상 작동은 10ri 처도랏나 빨리 고쳐 3금융권 수준 나오는 거지
272,비정상 동작이 감지되었습니다 멘트 계속 뜨네요 왜 그런가요 돈 빼야는데 어플 재설치 해도 그대로네요 하
273,저는 당신들이 너무 싫습니다 잘 쓰고 있던 거를 못쓰게 하고 돈도 못 보내고 정말 당신들을 평생 미워하고 저주하겠습니다 업데이트할 거면 제대로 하시지 왜 이렇게 제게 고통을 주시나요
274,비정상 동작으로 앱이 자꾸 꺼집니다 지우고 다시 깔아도 똑같아요
275,실행만 하면 비정상적 동작으로 앱 종료되네요 캐시 삭제 와이파이  lte 비행모드  휴대폰 재부팅  맵재 설치 전부 다했는데도 계속 저 메시지 나오면서 접속이 안됩니다 이거 해결 방법이 뭔가요
276,개발자님 도대체 왜 이리 어플 동작이 안되는 거예요 어플 비정상 동작으로 멈추는 것도 한두 번이지  다시 깔아도 안되고 도대체 어찌하라는 건가요 이체도 못하고
277,비정상 동작이 감지되었다고 하면서 아예 사용할 수 없게 되네요 뭐 이딴 어플이 다 있나요
278,오늘 왜 이러죠 비정상적 접근이라고 앱을 종료시킵니다 아이콘도 예전 아이콘으로 나오고 지우고 데이터 삭제하고 재부팅해도 동일해요 급한데 어찌해야 하나요
279,비정상 동작이 감지됐다는 창이 계속 뜨고 접속이 안됩니다 재설치했는데 동일 증상 재발생합니다 리뷰 답변에서 하라는 거 다 해봐도 안됩니다 캐시 삭제 데이터 삭제 재설치 등등 어떡하죠
280,앱 새로 깔고 재부팅해도 계속 잘못된 동작감지라면서 앱이 뻗어버립니다 온라인 베이스 뱅킹 앱이 이렇게 불안정한 게 말이 됩니까 더구나 상담 너무 오래 대기해서 톡 상담 신청했더니 열리지도 않는 앱으로 상당이라니 정말 놀리네요 10분 넘었는데도 전화상담 연결 대기 중
281,지금 아침부터 앱 실행이 불가능합니다 권한 설정 하라 해서 다 권한 허용해도 마찬가지고 고객센터는 연결도 안 되고 톡 상담은 앱 실행 후 톡 상담 들어가야 하니 불가능하고 어쩌라는 건지
